profile_name,post_id,post_date,post_time,likes,shares,followers,comments,content_type,comment_text
profile6,post30,2024-12-12,08:50,325,110,6595,48,PHOTO,"Disappointing content"
profile6,post31,2024-08-29,23:09,568,16,6504,37,REEL,"Good but could be better"
profile6,post32,2025-01-31,05:49,880,69,8165,22,PHOTO,"Keep it up!"
profile6,post33,2024-12-10,14:39,554,111,6199,4,VIDEO,"Good but could be better"
profile6,post34,2024-12-13,20:11,59,62,7067,33,VIDEO,"Too basic"
profile6,post35,2024-08-05,19:41,715,12,8720,17,REEL,"Some good points but missing details"
profile6,post36,2024-09-12,18:20,653,150,5785,27,TEXT,"So inspiring!"
profile7,post1,2025-02-05,12:42,284,120,1424,10,REEL,"Awesome content!"
profile7,post2,2024-08-23,09:23,733,49,1509,22,VIDEO,"Keep it up!"
profile7,post3,2025-04-03,00:08,286,102,1425,8,PHOTO,"So inspiring!"
profile7,post4,2024-08-15,02:07,332,173,1599,45,VIDEO,"Great post!"
profile7,post5,2024-11-08,18:52,54,3,1445,25,VIDEO,"Disappointing content"
profile7,post6,2024-11-19,13:56,752,111,1617,46,VIDEO,"This is excellent!"
profile7,post7,2025-03-24,15:54,311,190,1937,26,TEXT,"Very helpful, thanks!"
profile7,post8,2025-01-14,07:22,394,55,1423,1,VIDEO,"So inspiring!"
profile7,post9,2024-05-31,02:21,655,126,1830,10,VIDEO,"Keep it up!"
profile7,post10,2024-12-12,09:30,544,13,1665,2,TEXT,"Awesome content!"
profile7,post11,2024-11-28,15:14,766,194,2105,9,REEL,"This is excellent!"
profile7,post12,2025-02-28,02:44,737,60,1719,44,PHOTO,"Awesome content!"
profile7,post13,2024-12-22,22:50,46,106,2323,28,VIDEO,"Not very helpful"
profile7,post14,2024-09-20,16:36,585,199,2427,5,VIDEO,"Awesome content!"
profile7,post15,2025-02-24,09:47,36,33,1785,28,VIDEO,"This is misleading"
profile7,post16,2024-08-17,02:48,872,43,1783,46,REEL,"So inspiring!"
profile7,post17,2024-08-29,22:56,802,168,1913,19,PHOTO,"So inspiring!"
profile7,post18,2024-09-01,21:25,133,146,2001,46,TEXT,"Good but could be better"
profile7,post19,2024-06-04,06:26,459,155,2361,44,REEL,"Keep it up!"
profile7,post20,2024-12-07,08:38,721,148,2095,20,TEXT,"Amazing work!"
profile7,post21,2024-06-04,08:27,832,134,2238,17,PHOTO,"Very helpful, thanks!"
profile7,post22,2025-03-22,06:02,126,129,3161,22,PHOTO,"This is misleading"
profile7,post23,2024-08-08,07:31,876,154,3175,3,TEXT,"This is excellent!"
profile7,post24,2025-03-06,07:33,442,54,1719,4,TEXT,"Love this content!"
profile7,post25,2024-11-02,15:48,483,153,2235,7,REEL,"Great post!"
profile7,post26,2024-07-23,15:21,225,15,2349,12,REEL,"Nice attempt but needs more depth"
profile7,post27,2024-09-22,15:36,71,32,3819,41,REEL,"I don't agree"
profile7,post28,2024-05-05,20:25,35,27,2175,5,REEL,"Not what I expected"
profile7,post29,2024-05-06,07:55,814,99,2785,29,PHOTO,"Love this content!"
profile7,post30,2025-03-28,02:02,718,65,1425,13,TEXT,"Keep it up!"
profile7,post31,2025-03-23,22:52,127,168,2668,7,TEXT,"Not very helpful"
profile8,post1,2024-12-16,01:29,592,48,3729,15,VIDEO,"This is excellent!"
profile8,post2,2024-12-13,08:41,921,104,3655,48,VIDEO,"Keep it up!"
profile8,post3,2025-03-20,11:03,985,198,3746,3,TEXT,"This is excellent!"
profile8,post4,2025-01-19,00:52,700,183,3911,1,VIDEO,"Keep it up!"
profile8,post5,2025-01-09,09:24,78,118,3872,24,PHOTO,"Too basic"
profile8,post6,2025-04-04,20:03,373,67,3911,43,REEL,"I like the idea but execution needs work"
profile8,post7,2024-05-19,00:22,432,188,4081,23,VIDEO,"So inspiring!"
profile8,post8,2025-04-10,06:30,552,20,4135,5,TEXT,"Awesome content!"
profile8,post9,2024-07-18,16:43,528,185,4061,1,TEXT,"Amazing work!"
profile8,post10,2024-12-23,03:55,439,155,3887,48,REEL,"Love this content!"
profile8,post11,2024-07-01,13:00,978,28,4472,31,VIDEO,"Keep it up!"
profile8,post12,2024-06-03,17:20,973,40,3863,17,REEL,"So inspiring!"
profile8,post13,2024-09-05,06:20,658,9,4206,0,PHOTO,"Very helpful, thanks!"
profile8,post14,2025-04-05,00:54,944,91,4179,6,VIDEO,"Love this content!"
profile8,post15,2025-02-09,07:32,458,52,4007,2,PHOTO,"Great post!"
profile8,post16,2024-09-01,10:37,835,76,3695,5,PHOTO,"Great post!"
profile8,post17,2024-08-04,10:18,479,58,4089,42,REEL,"Love this content!"
profile8,post18,2025-04-11,15:14,374,17,5051,21,REEL,"Some good points but missing details"
profile8,post19,2024-12-13,09:25,64,153,4844,38,PHOTO,"Could be better"
profile8,post20,2025-01-13,12:11,356,96,4047,23,VIDEO,"Has potential but needs refinement"
profile8,post21,2024-09-16,23:57,602,197,5285,3,PHOTO,"Keep it up!"
profile8,post22,2024-10-02,11:18,459,18,4285,18,VIDEO,"Great post!"
profile8,post23,2024-04-23,14:27,501,196,4383,26,PHOTO,"Awesome content!"
profile8,post24,2024-12-14,09:44,209,183,5615,10,PHOTO,"This is misleading"
profile8,post25,2024-05-23,14:56,558,117,4397,32,REEL,"Great post!"
profile9,post1,2024-10-30,11:33,911,132,1399,4,REEL,"Great post!"
profile9,post2,2024-05-14,22:17,87,183,1400,0,REEL,"Good but could be better"
profile9,post3,2025-01-31,21:00,751,108,1606,16,PHOTO,"Amazing work!"
profile9,post4,2024-05-04,07:21,192,134,1682,41,TEXT,"Keep it up!"
profile9,post5,2024-07-15,08:01,290,180,1528,34,REEL,"This is excellent!"
profile9,post6,2024-07-04,21:10,900,131,1468,43,TEXT,"This is excellent!"
profile9,post7,2025-04-12,06:16,442,7,1763,3,TEXT,"Awesome content!"
profile9,post8,2025-03-19,09:30,955,32,1794,40,TEXT,"Love this content!"
profile9,post9,2024-12-17,22:10,918,161,1936,9,PHOTO,"This is excellent!"
profile9,post10,2024-08-05,02:40,252,123,1578,36,REEL,"Awesome content!"
profile9,post11,2024-11-27,19:10,198,150,2170,3,TEXT,"I like the idea but execution needs work"
profile9,post12,2024-07-30,13:33,559,84,2290,49,PHOTO,"Love this content!"
profile9,post13,2024-09-27,14:33,795,140,2041,1,REEL,"So inspiring!"
profile9,post14,2025-03-07,00:08,689,77,2246,48,PHOTO,"So inspiring!"
profile9,post15,2024-11-02,14:31,842,147,2323,24,VIDEO,"This is excellent!"
profile9,post16,2024-04-29,04:19,835,89,1506,6,VIDEO,"So inspiring!"
profile9,post17,2024-06-04,09:45,549,198,1514,16,PHOTO,"Great post!"
profile9,post18,2024-08-17,19:32,135,87,1486,18,TEXT,"I like the idea but execution needs work"
profile9,post19,2025-01-24,14:38,806,185,2100,38,REEL,"This is excellent!"
profile9,post20,2025-03-27,11:32,677,192,2738,13,PHOTO,"Great post!"
profile9,post21,2024-11-10,10:42,447,82,2323,34,PHOTO,"Amazing work!"
profile9,post22,2024-10-28,07:28,874,69,1466,35,PHOTO,"Awesome content!"
profile9,post23,2025-01-10,09:48,886,1,2068,32,VIDEO,"This is excellent!"
profile9,post24,2024-10-31,22:14,257,16,3634,36,REEL,"Good but could be better"
profile9,post25,2025-01-05,16:29,581,110,3778,32,TEXT,"This is excellent!"
profile9,post26,2024-05-06,19:45,581,134,2886,28,VIDEO,"Keep it up!"
profile9,post27,2024-12-05,12:54,194,43,3592,39,PHOTO,"Some good points but missing details"
profile9,post28,2024-12-02,01:32,46,6,3254,45,PHOTO,"Not very helpful"
profile9,post29,2024-08-12,14:18,412,97,1407,19,REEL,"Very helpful, thanks!"
profile9,post30,2025-02-17,05:58,933,98,1738,29,REEL,"Awesome content!"
profile9,post31,2024-12-15,00:21,718,30,3703,35,REEL,"This is excellent!"
profile9,post32,2024-06-21,09:16,517,151,2018,38,TEXT,"Very helpful, thanks!"
profile9,post33,2024-06-26,16:46,23,38,4579,18,VIDEO,"Too basic"
profile9,post34,2025-04-01,22:55,219,35,2364,39,PHOTO,"Nice attempt but needs more depth"
profile9,post35,2024-05-04,18:23,410,26,3968,27,PHOTO,"Great post!"
profile9,post36,2024-12-21,08:51,565,196,4078,22,PHOTO,"Love this content!"
profile9,post37,2024-09-29,12:50,912,93,2266,16,VIDEO,"Awesome content!"
profile10,post1,2024-12-14,16:59,852,88,5439,13,REEL,"Great post!"
profile10,post2,2024-10-21,07:06,665,20,5487,29,TEXT,"Keep it up!"
profile10,post3,2025-01-21,17:16,253,56,5516,46,REEL,"I don't agree"
profile10,post4,2024-08-15,17:22,644,166,5817,13,PHOTO,"So inspiring!"
profile10,post5,2025-01-08,02:51,953,123,5499,22,TEXT,"So inspiring!"
profile10,post6,2024-11-06,14:18,860,162,5579,36,VIDEO,"So inspiring!"
profile10,post7,2024-11-07,03:47,502,84,5583,19,PHOTO,"I like the idea but execution needs work"
profile10,post8,2025-04-05,14:27,505,147,5645,0,TEXT,"I like the idea but execution needs work"
profile10,post9,2024-10-09,04:43,371,161,6050,2,REEL,"Good but could be better"
profile10,post10,2025-03-23,14:34,451,42,6379,45,TEXT,"Nice attempt but needs more depth"
profile10,post11,2024-09-23,01:30,580,101,5528,15,PHOTO,"This is excellent!"
profile10,post12,2024-10-03,01:44,456,19,5969,34,PHOTO,"I like the idea but execution needs work"
profile10,post13,2025-01-04,04:06,39,165,6014,44,PHOTO,"Not very helpful"
profile10,post14,2025-02-03,02:39,435,191,6003,16,TEXT,"Some good points but missing details"
profile10,post15,2024-09-12,05:43,634,189,6029,33,TEXT,"Love this content!"
profile10,post16,2025-01-16,17:06,36,162,6133,25,VIDEO,"Needs improvement"
profile10,post17,2024-06-01,13:28,404,185,5667,42,REEL,"Some good points but missing details"
profile10,post18,2024-12-03,13:10,226,103,7031,10,VIDEO,"Disappointing content"
profile10,post19,2024-08-09,18:17,412,12,6645,41,VIDEO,"Some good points but missing details"
profile10,post20,2025-01-01,23:53,189,159,7009,18,VIDEO,"I don't agree"
profile10,post21,2024-10-23,05:22,318,91,6773,46,PHOTO,"This is misleading"
profile10,post22,2025-01-15,18:48,40,33,6903,35,TEXT,"This is misleading"
